citywide_screening_rank,mesh_code,label,residential_buildings,estimated_elderly,centroid_transport,weighted_transport_mean,weighted_transport_p90,centroid_medical,weighted_medical_mean,weighted_medical_p90
230,533513744,田園町口周辺,247,111.00000000000001,103.86109514267088,184.76724645602766,259.49439901353594,1040.735962717664,942.4075787472873,1058.34927977211
231,533512482,天台周辺,476,314.0,193.63335969534182,227.34319307921962,344.982513958994,252.8965954960703,270.9102096318862,386.4129075125022
232,533523123,平口周辺,1,19.0,130.83063111255427,60.330231407995264,60.33023140799526,1396.0359647953164,1420.5077408436166,1420.5077408436166
233,533512264,西舞鶴駅周辺,360,170.0,421.29234001675223,385.5821868249768,544.5344926959871,140.69695611481558,161.211193817102,276.4514011174705
234,533512783,加津良上周辺,190,102.0,118.05523659047964,92.8636228482279,145.1531991015539,784.2023868169337,769.7560478316021,855.254506092609
235,533513621,中町周辺,383,316.0,168.42261281344187,132.9875230714594,219.22345977472457,309.394089361232,310.83298986695,476.5713390139761
237,533513613,大門通三条周辺,365,353.0,192.58500781268117,136.38542635087506,242.5596338112075,222.60443815312564,214.68794562375993,363.5449159813764
238,533512481,昭和台周辺,210,135.00000000000003,203.81836879734527,137.53482779231405,207.30211376821364,223.44648207730202,151.9531648033869,213.07305236309483
239,533502863,真倉駅周辺,8,7.0,216.93730570746249,159.4177756271842,203.7748687680117,1536.633409137068,1757.9870932176127,1884.8088322331953
243,533513734,田中橋周辺,345,183.0,84.38464393334291,244.44996410184743,355.2124394134485,809.0811925676635,900.6765993810342,1031.53110614159
245,533512461,平野屋周辺,551,385.0,140.20193080394685,124.18631360274108,202.41802579970283,251.2269619320982,185.07569125761623,301.3415161157238
246,533512784,長浜口周辺,158,114.00000000000001,97.04775351127807,109.82401027237533,197.78478098680392,606.1113773719546,514.8098579374357,655.1554022487002
247,533513623,西町三丁目周辺,489,332.0,151.13165734385836,129.02799360849815,232.87477058598446,181.22747212911653,179.9210035848488,277.18055705949604
248,533512063,京田周辺,176,65.0,127.13268442538889,161.1657060832481,269.26841561178236,422.5556570871397,432.04974598300817,528.4677786178756
249,533513842,安岡周辺,270,136.0,75.63472918025295,176.08192919535767,302.84347745311095,640.9238052826852,690.3058813400249,847.7267133491407
250,533512371,倉谷西周辺,251,256.0,170.096794129985,137.09111480426427,244.503761509962,142.86127321770732,201.48630087766355,328.43752201468226
251,533513512,行永周辺,595,422.0,185.30074325557842,136.7071258679006,212.12447515234686,139.6166654384056,215.34435047976314,341.0190758940545
252,533513523,舞鶴医療センター前周辺,420,202.0,149.3726608053634,192.626750830783,320.8130436522877,145.01399485126993,182.260409523644,281.7237459446664
253,533523114,大浦小学校前周辺,8,1.9999999999999998,318.49579341660194,140.31521549621422,179.88600426581237,1376.5590225719407,1559.940113455213,1575.560962928184
