mesh_code,transport_terrain_elderly_weight_coverage,transport_weighted_mean_ascent_m,transport_weighted_median_ascent_m,transport_weighted_p90_ascent_m,transport_weighted_mean_descent_m,transport_weighted_mean_maximum_grade_percent,medical_terrain_elderly_weight_coverage,medical_weighted_mean_ascent_m,medical_weighted_median_ascent_m,medical_weighted_p90_ascent_m,medical_weighted_mean_descent_m,medical_weighted_mean_maximum_grade_percent,terrain_metric_status
533512584,1.0,6.0257686902476975,0.0,14.243003887189076,13.958302950611042,10.316543006757012,1.0,0.2876751510504201,0.0,0.918628042432907,25.487001855657578,10.075633854644652,available
533512593,1.0,0.4661931854658993,0.0,0.19904836964274963,7.60810178864346,4.614421610421076,1.0,0.16674280883958628,0.0,0.7395637304971512,11.752251347958008,4.857609904426822,available
533512594,1.0,0.26561387938552444,0.19904836964274963,0.19904836964274963,18.116406567271003,6.800476827850569,1.0,0.8061292402399259,0.7395637304971512,0.7395637304971512,22.310219238502643,8.194396576862383,available
533512682,1.0,2.2805377061833902,3.161407415150631,4.771516413842196,15.343524325397071,12.107492330049286,1.0,0.2324489820292806,0.0,1.6101089986915653,16.948732911620205,12.107492330049286,available
533512683,1.0,0.11731344548490448,0.10446327078410511,0.210819184208771,6.257684164999862,3.8908242677065537,1.0,29.120386119844568,30.652056322492616,32.55582918411482,34.00507883399591,15.545654172921829,available
533512684,1.0,3.617391742438628,3.9593225022555716,5.946980774574243,25.19792296139495,10.815959733430807,1.0,2.5955292424542407,0.10435779107884091,7.906618795375436,25.020782412544165,11.3270862082974,available
533512691,1.0,1.532883086955191,0.8938949843483464,3.653297310377244,2.3680797095915636,3.4051508642997064,1.0,0.4957228808132339,0.0,1.2892159160341023,3.853394842208893,3.835996817547492,available
533512692,1.0,0.19904836964274963,0.19904836964274963,0.19904836964274963,14.637525418052787,5.815689338430488,1.0,0.7395637304971511,0.7395637304971512,0.7395637304971512,18.831338089284433,7.0167939004278885,available
533512693,1.0,1.4828262452215897,1.3055955660324852,3.9593225022555716,3.060421478399803,5.540344801967315,1.0,0.7195819552125132,0.10435779107884091,3.092171402663789,2.7063241337196575,4.196980066788553,available
533512694,,,,,,,,,,,,,available
533512772,1.0,0.34170625411459815,0.2628438540760234,0.9037648182206999,1.7422399264141324,2.262778914544067,1.0,33.72375781334092,35.19232820917502,35.588871522877916,33.86861348027683,14.5065436280809,available
533512774,1.0,0.8943906251381805,1.2799205569893586,1.5589099057151645,0.5999224963851373,0.8408760191209964,1.0,19.471002957908443,19.463988516051096,19.679537309256652,18.646210201589888,4.1469003661114785,available
533512781,1.0,0.2851337278114497,0.0,0.9531123564231778,20.235629274395095,9.213682895804476,1.0,31.27136685095016,31.530126233577295,32.79037500589815,49.966184392170184,15.552634623887453,available
533512782,1.0,0.8563433253972741,0.0,5.128069633079059,9.964858136292337,6.023392330370576,1.0,0.14130194131913112,0.13214179675247362,0.2997552992720527,11.622295032710754,6.115073659807309,available
533512783,1.0,0.41722799140703415,0.08426562882454647,1.2799205569893586,2.7131435798879533,2.4386654986626675,1.0,17.121824503895184,17.964247295580808,19.40054796053084,21.075484851036425,4.967951485931136,available
533512784,1.0,0.7729203995210941,0.0,3.1931274015740794,3.8443005001119452,5.094128739329542,1.0,1.1513857327337016,0.0,4.881591297192678,12.980273646247822,5.890928713642504,available
533512791,1.0,0.3530752095038048,0.1635403002780036,0.6940015986457682,2.101061600533463,3.7574320613020618,1.0,0.13735122352124157,0.0,0.26289395080193634,2.308524574310072,3.475642920490425,available
533512793,1.0,0.29684003915841733,0.1721555820991716,0.99713039274598,9.779615828257699,7.9847601617609145,1.0,0.9347822455910477,0.0,5.878721689938658,11.98658705960747,8.32882938317783,available
533512794,1.0,0.0,0.0,0.0,14.159999092574466,7.615064962785563,1.0,1.6824903211541817,1.6824903211541815,1.6824903211541815,14.01029016337921,7.615064962785563,available
533512882,1.0,1.3990314040245813,0.0,3.778550296823992,0.826030468554059,3.0088983891854792,1.0,5.983245669608598,6.0096411926129,10.380420452650217,8.303810573165832,3.4514377940060896,available
533512891,1.0,1.1638629150029611,0.0058286937788900595,3.778550296823992,1.0873890759232085,3.250373927778888,1.0,4.400520891842598,2.5379233947914583,8.66014159401667,5.677643156519489,3.4838960667791263,available
