mesh_code,centroid_transport_distance,weighted_mean_transport_distance,weighted_median_transport_distance,weighted_p90_transport_distance,transport_difference,centroid_medical_distance,weighted_mean_medical_distance,weighted_median_medical_distance,weighted_p90_medical_distance,medical_difference,population_weighted_mean_transport_distance,population_weighted_median_transport_distance,population_weighted_p90_transport_distance,population_weighted_mean_medical_distance,population_weighted_median_medical_distance,population_weighted_p90_medical_distance,residential_building_count,estimated_population_allocated,estimated_elderly_allocated,citywide_screening_rank,label
523973881,507.9681889302839,399.6977087291187,409.7784394153224,498.94772567284446,-108.27048020116519,183.38837996721114,220.64215571551435,229.14132228853825,330.9588602676523,37.25377574830321,399.69770872911863,409.7784394153224,498.94772567284446,220.64215571551438,229.14132228853825,330.9588602676523,943,2307.0,638.0,55,鵠沼周辺
523973882,151.0486010746912,170.60721673128623,157.26474047367367,286.02141629009895,19.558615656595038,161.78539085716434,145.5803319222029,139.71455428104346,268.06614406049084,-16.205058934961443,170.60721673128626,157.26474047367367,286.02141629009895,145.5803319222029,139.71455428104346,268.06614406049084,849,3001.0,696.0,143,新屋敷周辺
523973883,397.36855973407876,332.7278021338096,341.51271873916886,432.85947215176765,-64.64075760026918,149.69376233315376,196.09830314281496,193.51225350306188,320.4423086809597,46.4045408096612,332.72780213380963,341.51271873916886,432.85947215176765,196.09830314281493,193.51225350306188,320.4423086809597,943,2454.0,698.0,72,中岡周辺
523973884,228.00941537883492,196.522306449812,192.46208095310976,301.83894019239114,-31.487108929022924,274.7295275283888,180.439609977537,177.1922729899674,281.73943147460216,-94.28991755085181,196.52230644981202,192.46208095310976,301.83894019239114,180.439609977537,177.1922729899674,281.73943147460216,836,2500.0,630.0,51,鵠沼周辺
523973891,320.41712587683935,234.6750443572923,232.14340332590592,355.8235499833769,-85.74208151954704,215.5906334906029,174.9988341765855,170.32338278410856,266.1263001144307,-40.59179931401741,234.6750443572923,232.14340332590592,355.8235499833769,174.99883417658552,170.32338278410856,266.1263001144307,711,1503.0,528.0,69,片瀬山周辺
523973892,289.2660012586291,158.94730431276471,161.8241931952298,247.72340180630908,-130.3186969458644,274.95509304678677,159.2374056007897,155.36378774392398,249.3074404568661,-115.71768744599706,158.9473043127647,161.8241931952298,247.72340180630908,159.23740560078974,155.36378774392398,249.3074404568661,377,1756.0,634.0,<NA>,片瀬山周辺
523973893,210.9434401542593,187.62884605948017,194.2885614489263,292.2894660866054,-23.314594094779125,241.28943344980016,134.34397068327328,137.76179788931523,210.88455065081433,-106.94546276652687,187.62884605948014,194.2885614489263,292.2894660866054,134.34397068327326,137.76179788931523,210.88455065081433,653,1749.0000000000002,530.0,88,岩屋不動入口周辺
523973894,219.64677902650817,168.47976686413497,171.4173775765059,242.10366519025143,-51.1670121623732,303.92535411157314,181.91919199113389,180.7765806692759,285.06153389100865,-122.00616212043926,168.479766864135,171.4173775765059,242.10366519025143,181.9191919911339,180.7765806692759,285.06153389100865,432,1487.0,617.0,47,片瀬中学校前周辺
523973951,303.8934646377682,209.09227622433,207.80391172629555,325.89999393746643,-94.80118841343821,319.0938818930683,252.83234237442537,244.9403967076057,379.2646752123406,-66.26153951864296,209.09227622433005,207.80391172629555,325.89999393746643,252.83234237442537,244.9403967076057,379.2646752123406,338,3121.0,686.0,<NA>,辻堂団地周辺
523973952,87.50938748203582,159.7460354011676,158.84748639872845,248.17464843973832,72.23664791913178,382.46170834850165,267.9927884223618,269.1859575580857,354.99406652249075,-114.46891992613985,159.74603540116757,158.84748639872845,248.17464843973832,267.99278842236174,269.1859575580857,354.99406652249075,639,3004.0,722.0,131,高砂周辺
523973953,617.4262443269955,404.11462019650247,404.65971576185825,457.9868810101185,-213.31162413049304,377.4994676987105,251.21864084447563,261.4945989649948,407.6889388463551,-126.28082685423485,404.11462019650247,404.65971576185825,457.9868810101185,251.21864084447566,261.4945989649948,407.6889388463551,203,3531.0,761.0,<NA>,久根下公園前周辺
523973954,50.62306447616259,192.82983664429418,182.68007801314906,306.8910806162476,142.20677216813158,108.53099207426884,157.90562730699082,154.7022007855033,250.78438806320833,49.374635232721985,192.8298366442942,182.68007801314906,306.8910806162476,157.90562730699082,154.7022007855033,250.78438806320833,1017,3277.0,730.0,244,久根下公園前周辺
523973961,13.549595849522932,135.1757537309846,131.00036815246304,207.4356811083269,121.62615788146168,171.18677457015664,136.294690413338,140.113286022534,204.57649229074434,-34.89208415681864,135.1757537309846,131.00036815246304,207.4356811083269,136.294690413338,140.113286022534,204.57649229074434,726,2390.0,561.0,260,浜見山周辺
523973962,352.6089468354142,281.4465881573777,264.7065589205486,452.73642426844725,-71.16235867803653,318.91889948808836,285.7766574746023,280.31086352638255,444.11711136573473,-33.142242013486054,281.44658815737773,264.7065589205486,452.73642426844725,285.77665747460236,280.31086352638255,444.11711136573473,961,2886.0,533.0,23,堂面周辺
523973963,175.84254251015486,178.5134899882468,158.68266511132316,320.6172437894799,2.6709474780919322,324.9323346193835,232.07216674193995,232.74990677323729,352.6696104431389,-92.86016787744353,178.51348998824682,158.68266511132316,320.6172437894799,232.07216674193995,232.74990677323729,352.6696104431389,950,2591.0,637.0,59,南町周辺
523973964,17.04712585387923,125.90985239606273,112.04687443086469,213.2860315747261,108.86272654218351,50.29167333584006,165.27168138283565,153.934052482011,268.9324792855586,114.9800080469956,125.90985239606273,112.04687443086469,213.2860315747261,165.27168138283565,153.934052482011,268.9324792855586,782,2946.0,624.0,262,東町周辺
523973971,187.13511639423476,151.3541643862406,146.60521233009297,233.68997322179217,-35.78095200799416,416.6122530591354,345.1924321572645,357.24791311326914,467.55532840025063,-71.41982090187093,151.35416438624063,146.60521233009297,233.68997322179217,345.19243215726453,357.24791311326914,467.55532840025063,662,2243.0,478.0,50,藤原周辺
